idaviso,idpostulante,sepostulo,fechanacimiento,sexo,age,nombre,estado,titulo,nombre_zona,ciudad,tipo_de_trabajo,nivel_laboral,nombre_area,denominacion_empresa
1112272800,PmV2r4R,1,1984-05-08,MASC,34,Secundario,Graduado,Repositores,Gran Buenos Aires,,Full-time,Junior,Ventas,Grupo Peñaflor 
1111758797,6rQY19M,0,1983-09-23,FEM,34,Universitario,En Curso,Administrativa,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Administración,Importadora Bs As
1112218665,NzrYe1z,0,1999-02-22,FEM,19,Secundario,Graduado,Operario de Depósito (Eventual),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,Manpower
1112390605,0zrkkda,0,1986-01-01,MASC,32,Terciario/Técnico,Graduado,17/03 - Software Architects ($60K/yr) - Online Hiring Tournament - 100% Remote,Gran Buenos Aires,,Teletrabajo,Senior / Semi-Senior,Tecnologia / Sistemas,CrossOver
1112400577,4rePXEA,0,1949-06-15,MASC,69,Universitario,Graduado,Analista para Departamento de Seguridad del Paciente,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Otras Especialidades médicas,Fundación Favaloro
1112226241,lDPqM33,0,1995-03-08,MASC,23,Secundario,Graduado,Planificador de Materias Primas y Producción,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Programación de producción,Thomas International
1112390428,E3oAW2,0,1992-12-25,FEM,25,Universitario,En Curso,Teleoperador para venta de Seguros - CABA,Gran Buenos Aires,,Part-time,Senior / Semi-Senior,Telemarketing,Manpower
1112390428,pz9aw0L,1,1971-12-26,MASC,46,Universitario,Graduado,Teleoperador para venta de Seguros - CABA,Gran Buenos Aires,,Part-time,Senior / Semi-Senior,Telemarketing,Manpower
1112401047,DrJDvVP,0,1992-10-22,FEM,25,Secundario,Graduado,Técnico electromecánico Z/ Luis Guillón,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Mantenimiento,Pullmen Servicios Empresarios S.A.
1111572733,83DEqO,0,1992-10-01,MASC,25,Universitario,En Curso,JEFE DE PRODUCTO. ELECTRÓNICA /ELECTRODOMÉSTICOS. LINEA BLANCA,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Producto,CastelnuovoRH 
1112178093,5ml2RQp,0,1995-04-09,MASC,23,Terciario/Técnico,En Curso,Supervisora eventual-Martinez,Gran Buenos Aires,,Full-time,Junior,Ventas,Manpower
1112256690,Bm5lK6w,0,1990-07-10,FEM,27,Universitario,En Curso,Jefe Administrativo,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Administración,capital humano- gpo equity
1112256690,EKQMmo,1,1989-02-14,FEM,29,Universitario,En Curso,Jefe Administrativo,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Administración,capital humano- gpo equity
1112256690,1QPYNQN,1,1986-02-16,MASC,32,Universitario,En Curso,Jefe Administrativo,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Administración,capital humano- gpo equity
1112317240,eJExXr,0,1989-11-06,FEM,28,Universitario,En Curso,Vendedores en Gba Norte,Gran Buenos Aires,,Part-time,Junior,Ventas,EAYA Consulting
1111934251,A3DWq51,0,1988-12-19,MASC,29,Secundario,Graduado,Especialista Control Presupuestario ,Capital Federal,,Full-time,Senior / Semi-Senior,Organización y Métodos,Gire SA
1112385425,bO4v8a9,0,1974-11-25,FEM,43,Secundario,Graduado,Operarios 2 zona Tortuguitas,Gran Buenos Aires,,Full-time,Junior,Producción,Suple
1112363171,EzeVWq6,0,1981-09-20,FEM,36,Secundario,Graduado, Personal para cocina,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Gastronomia,La Parolaccia
1112315041,Y82boP,0,1984-09-06,FEM,33,Secundario,Graduado,10 Feb -  Online Hiring Tournament - IT Project Manager - 100% Remote Career,Gran Buenos Aires,,Teletrabajo,Senior / Semi-Senior,Liderazgo de Proyecto,CrossOver
1112217509,YW9zX1,0,1974-04-28,FEM,44,Terciario/Técnico,Graduado,Administrador de Base de Datos ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Data Warehousing,HuCap
1112423859,X9kmDqx,0,1998-02-25,FEM,20,Otro,Graduado,Vendedora de Indumetaria,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,N y S Group SH
1112348633,MVdG6LK,0,1994-09-20,MASC,23,Secundario,En Curso,Emisor de Pólizas Jr EVENTUAL,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Administración,Suple
1112296428,Oqd6r3d,0,1991-01-20,MASC,27,Universitario,En Curso,"Consultor en Seguridad SAP Senior (ECC, MÓDULOS FI  MM  PS  PM  HR  CO,  SOLMAN)",Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Legal,TeamSeele | IT Staffing & Recruiting
1112263831,JBxdZNp,0,1992-06-12,MASC,26,Universitario,En Curso,Desarrollador CRM Dynamics ,Gran Buenos Aires,,Full-time,Otro,Tecnologia / Sistemas,IT Resources
1112379170,5mkopdM,0,1995-01-24,MASC,23,Secundario,Graduado,Ejecutivo de Negocios- Mendoza,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Garantizar
1112334788,ebxJwB,1,1988-09-05,MASC,29,Universitario,En Curso,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,kPN8a0V,1,1988-09-29,FEM,29,Terciario/Técnico,En Curso,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,RzN5j69,1,1983-11-18,FEM,34,Secundario,Graduado,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,96ZQ54P,1,1994-04-16,FEM,24,Secundario,Graduado,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,LNKmNN5,1,1998-12-14,FEM,19,Universitario,En Curso,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,VNxM9pN,1,1983-11-30,FEM,34,Otro,Graduado,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,owzePe4,1,1994-06-10,MASC,24,Secundario,Graduado,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,2zQweVo,1,1982-04-25,FEM,36,Terciario/Técnico,En Curso,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,xkPlDba,1,1987-12-16,FEM,30,Terciario/Técnico,En Curso,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,X95jrOK,1,1996-05-18,FEM,22,Otro,En Curso,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,A3XmAMm,1,1990-04-03,FEM,28,Terciario/Técnico,En Curso,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,jk5QBk0,1,1990-10-02,MASC,27,Universitario,En Curso,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,MVeP0Jo,1,1990-10-18,FEM,27,Secundario,Graduado,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,zv8zPdb,1,1976-06-19,FEM,41,Terciario/Técnico,Graduado,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,kPL8qWV,1,1989-11-14,MASC,28,Secundario,Graduado,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,4rd0RX0,1,1991-05-06,MASC,27,Secundario,Graduado,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,0zBv1Bv,1,1989-07-18,FEM,28,Secundario,Graduado,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,NZd6lD,1,1990-03-23,FEM,28,Otro,En Curso,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,wVYJYJZ,1,1991-09-02,MASC,26,Secundario,Graduado,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112334788,1QP8l9L,1,1992-02-21,MASC,26,Secundario,Graduado,Cajero/a-Repositor/a (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Farmacity
1112422238,W9PZr4m,0,1990-01-06,FEM,28,Secundario,Graduado,Supervisor/a Encargado de Planta,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Almacén / Depósito / Expedición,Adecco  -Región Litoral
1112346408,vVYMz3o,0,1990-01-11,FEM,28,Secundario,Graduado,Gerentes Zonales GBA Norte,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Desarrollo de Negocios,Manpower
1112371063,6rPjeex,0,1993-03-23,MASC,25,Terciario/Técnico,Graduado,GESTORES DE COBRANZA TELEFONICOS,Gran Buenos Aires,,Part-time,Otro,Call Center,RAPAN INTELIGENCIA APLICADA SRL
1111732832,dY90GNY,0,1987-08-20,FEM,30,Terciario/Técnico,En Curso,Encargado de Local- Comercial,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,BAYTON
1112430102,EZmeN4,0,1983-07-20,FEM,34,Universitario,Graduado,Asesor de Servicios de Aprendizaje,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,HUMANIDES
1112433750,JBre3vp,0,1990-12-31,FEM,27,Secundario,Graduado,Property Manager,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Ingeniería Electromecánica,RANDSTAD
1112344735,X95Vvmx,0,1998-02-18,MASC,20,Secundario,Graduado,L - Operarios de Depósito / Zona Esteban Echeverría,Gran Buenos Aires,,Full-time,Otro,Logística,Grupo Gestión
1112344735,lD5KXe1,1,1991-03-09,MASC,27,Secundario,Graduado,L - Operarios de Depósito / Zona Esteban Echeverría,Gran Buenos Aires,,Full-time,Otro,Logística,Grupo Gestión
1112344735,96ZKq5w,1,1986-01-28,MASC,32,Secundario,Graduado,L - Operarios de Depósito / Zona Esteban Echeverría,Gran Buenos Aires,,Full-time,Otro,Logística,Grupo Gestión
1112455615,EkVo32,0,1982-10-22,MASC,35,Universitario,En Curso,Vendedores para San Luis y Patagonia,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Archenti
1112299157,Yj5MNZZ,0,1987-06-09,MASC,31,Secundario,Graduado,Analista QA,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Tecnologia / Sistemas,IT Resources
1112254077,KBalX0d,0,1994-06-11,MASC,24,Terciario/Técnico,Graduado,Jefe de Operaciones (Bahía Blanca),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Logística,RANDSTAD
1112369008,zvaeGEm,0,1989-04-23,MASC,29,Universitario,En Curso,Desarrolladores Web PHP Full Stack //CABA,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Programación,SOLUTIX S.A. 
1112226788,DrJ5dVd,0,1984-02-10,FEM,34,Universitario,En Curso,ADMINISTRATIVO - Flota Vehículos   ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Administración,CONA CONSULTORES EN RRHH
1112226788,OqmBL0d,1,1987-10-18,FEM,30,Universitario,Graduado,ADMINISTRATIVO - Flota Vehículos   ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Administración,CONA CONSULTORES EN RRHH
1112226788,MV69P8p,1,1996-12-20,MASC,21,Universitario,En Curso,ADMINISTRATIVO - Flota Vehículos   ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Administración,CONA CONSULTORES EN RRHH
1112444124,YZmLXw,0,1984-05-23,MASC,34,Secundario,Graduado,Responsable del Área de Seguridad e Higiene,Gran Buenos Aires,,Full-time,Otro,Seguridad e Higiene,Consultora - Lic. Teresa Margaría 
1112358005,2zk4AYV,0,1988-02-24,MASC,30,Secundario,Graduado,03 Mar - VP of Technical Product Management ($200k/yr) - Online Hiring Tournament,Gran Buenos Aires,,Teletrabajo,Jefe / Supervisor / Responsable,Producto,CrossOver
1112266702,6kQDRr,0,1975-05-23,MASC,43,Universitario,Graduado,odontologa para importante consultorio en la zona,Capital Federal,,Full-time,Otro,Salud,Consultorio odontologico Avenida
1112440456,5Kz3eX,0,1986-10-10,FEM,31,Universitario,En Curso,07/04 - Technical Product Manager ($100k/yr) - Online Hiring Tournament - Remote,Gran Buenos Aires,,Teletrabajo,Jefe / Supervisor / Responsable,Soporte Técnico,CrossOver
1112267521,owzdoX0,0,1991-04-28,MASC,27,Otro,Graduado,Asistente de Marketing,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Marketing,Adecco - Región NORTE & OESTE GBA
1112288411,3NdXb0P,0,1995-04-04,MASC,23,Universitario,Graduado,Supervisor Eléctrico MT/BT,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Construcción,ARRIVE RRHH 
1112259657,qe24z9x,0,1998-04-24,FEM,20,Secundario,Graduado,Asistente Administrativa de Ventas,Gran Buenos Aires,,Full-time,Junior,Administración,jl consultores
1112259657,PmLzZw1,1,1992-12-30,MASC,25,Master,En Curso,Asistente Administrativa de Ventas,Gran Buenos Aires,,Full-time,Junior,Administración,jl consultores
1112203532,5mrMreq,0,1990-08-09,FEM,27,Universitario,En Curso,Diseñador de interiores Z/ Vicente López,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Diseño de Interiores / Decoración,EXTRAMEN SERVICIOS EVENTUALES S.R.L
1112215712,5qpMYN,0,1986-09-19,MASC,31,Terciario/Técnico,En Curso,Repositor (Zona Norte),Gran Buenos Aires,,Full-time,Junior,Ventas,Grupo Peñaflor 
1112415468,pzjZqKN,1,1992-07-31,FEM,25,Terciario/Técnico,En Curso,Recepcionista Asistente,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Recepcionista,ESCUELA ARGENTINA DE DISEÑO
1112470035,bOJb5oq,0,1989-10-31,FEM,28,Universitario,Graduado,TECNICOS ELECTROMECANICOS  PARA MANT EDILICIO - SALTA,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Mantenimiento y Limpieza,GESTAM ARGENTINA SA
1112388054,ERv6Qo,0,1979-06-16,MASC,39,Universitario,En Curso,AGENTE COMERCIAL INDEPENDIENTE RE/MAX SUR - Martin Veltri Col. 805,Capital Federal,,Full-time,Senior / Semi-Senior,Ventas,REMAX
1112446707,4rNo4me,0,1996-07-24,MASC,21,Universitario,En Curso,Vendedor en relacion a Inyeccion Diesel,Capital Federal,,Full-time,Otro,Ventas,Diagno Truck
1112458934,pzeVL9r,0,1989-05-27,MASC,29,Posgrado,En Curso,Administrativo/a Comercial,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Salud,Adecco -Región GBA SUR
1112414930,1Ze4Vj,0,1975-10-08,MASC,42,Terciario/Técnico,Graduado,Operador telefónico - Rubro Salud /Enfermeria,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Medicina,RANDSTAD
1112119698,RzPRBwq,0,1977-10-13,FEM,40,Secundario,Graduado,Enfermeros y/o Auxiliares de Enfermería matriculados para Centros de Diálisis (Zona Sur),Gran Buenos Aires,,Full-time,Otro,Medicina,DIAVERUM  ARGENTINA S.A.
1112466117,ZK6B28,0,1984-03-20,FEM,34,Terciario/Técnico,En Curso,Programadores Visual FOXPRO ( zona BELGRANO - CABA ) URGENTE!!!,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Programación,Kaizen Recursos Humanos
1112424046,6bDvbL,0,1976-09-06,FEM,41,Posgrado,En Curso,Ejecutiva de cuentas corporativas,Capital Federal,,Full-time,Senior / Semi-Senior,Ventas,ALVEAR PALACE HOTEL
1112289792,aMdXvE,0,1985-04-17,FEM,33,Otro,En Curso,Operarios zona Ciudadela (industria textil),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,Adecco - Región NORTE & OESTE GBA
1112289792,Oqr2pqv,1,1975-04-12,FEM,43,Secundario,Abandonado,Operarios zona Ciudadela (industria textil),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,Adecco - Región NORTE & OESTE GBA
1112289792,wVo3D2p,1,1993-08-08,MASC,24,Secundario,Graduado,Operarios zona Ciudadela (industria textil),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,Adecco - Región NORTE & OESTE GBA
1112301129,akba0B5,0,1994-01-21,FEM,24,Secundario,Graduado,IT Project Manager ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Liderazgo de Proyecto,Assistem
1112301129,kPYkWlJ,1,1983-06-25,FEM,34,Universitario,Graduado,IT Project Manager ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Liderazgo de Proyecto,Assistem
1112301129,eOobwp,1,1974-10-10,MASC,43,Terciario/Técnico,Graduado,IT Project Manager ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Liderazgo de Proyecto,Assistem
1112446797,DrXBwrX,0,1990-06-27,FEM,27,Otro,Abandonado,¡NATION incorpora ANALISTA DE MARKETING DIGITAL!,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Community Management,nation sa.
1111425457,a48zP9,0,1977-02-18,MASC,41,Universitario,Graduado,PRECEPTOR/A TURNO MAÑANA (Escuela Secundaria),Gran Buenos Aires,,Part-time,Otro,Educación,EDUCACIONAL BUENOS AIRES
1112296292,1Q4ZN6N,0,1970-08-14,MASC,47,Universitario,En Curso,Analista de Sistemas San Nicolas de los Arroyos,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Tecnologia / Sistemas,Adecco  -Región Litoral
1112389250,xkdE9x0,0,1974-04-04,FEM,44,Terciario/Técnico,En Curso,Analista de programación de la producción plantas industriales,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Programación de producción,Mbr Recursos Humanos
1112393041,Y6ll2V,0,1983-09-23,MASC,34,Otro,Graduado,Entrevista CAJERO REPOSITOR presentarse LUNES 12/03/2018 a las  10:30 o a las 15:00 hs,Gran Buenos Aires,,Full-time,Junior,Comercial,Suministra
1112458402,zv4L0Qb,0,1994-10-18,MASC,23,Universitario,En Curso,Vendedor viajante   GBA,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Assistem
1112266293,QNrGZrV,0,1978-11-10,FEM,39,Universitario,Graduado,COMPRADOR - LIC EN ADM EMPRESAS,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Administración,Terralon SRL
1112221076,E9VJp9,0,1988-04-26,MASC,30,Secundario,Graduado,Demand Planner (CABA),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Logística,RANDSTAD
1112407234,8MB3vxR,0,1997-12-08,FEM,20,Universitario,En Curso,We are looking for iOS Developers to join our team!,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Tecnologia / Sistemas,Globant
1112350546,W9A3alj,0,1996-01-15,MASC,22,Secundario,Graduado,Soporte Técnico de Campo,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Soporte Técnico,SEL SERVICIOS ELECTRONICOS
1112350546,LNwGe5P,1,1992-10-08,MASC,25,Secundario,Graduado,Soporte Técnico de Campo,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Soporte Técnico,SEL SERVICIOS ELECTRONICOS
1112350546,pzM03Ar,1,1983-01-22,MASC,35,Universitario,En Curso,Soporte Técnico de Campo,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Soporte Técnico,SEL SERVICIOS ELECTRONICOS
1112289122,ow5Gplj,0,1992-03-10,FEM,26,Universitario,En Curso,Desarrolladores Web PHP Full Stack ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Programación,INDUSYS SRL
1112445375,5ml5WAM,0,1991-10-30,FEM,26,Universitario,En Curso,Supervisor de Ventas,Capital Federal,,Full-time,Jefe / Supervisor / Responsable,Distribución,Sucasa Comunicaciones S.A.
1112445375,rmvWAdb,1,1987-07-24,MASC,30,Terciario/Técnico,En Curso,Supervisor de Ventas,Capital Federal,,Full-time,Jefe / Supervisor / Responsable,Distribución,Sucasa Comunicaciones S.A.
1112399302,aaPY25,0,1984-03-12,FEM,34,Secundario,Graduado,Sandwichero ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Gastronomia,La Fabrica
1112349559,E966No,0,1987-04-27,MASC,31,Terciario/Técnico,Graduado,Pasante de Recursos Humanos,Gran Buenos Aires,,Pasantia,Junior,Recursos Humanos,RANDSTAD
1112384005,59oBrZ,0,1982-02-17,MASC,36,Universitario,En Curso,Operario de Servicio Central  Calderista con carnet,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Mantenimiento,Adecco - Región Centro Norte y Agro.
1112445506,MVPWPAe,0,1997-11-10,FEM,20,Universitario,En Curso,Operarios textiles y Tec. de mantenimiento p/ Empresa Textil Z/ Burzaco ,Gran Buenos Aires,,Full-time,Junior,Producción,Suministra
1112445506,bOz1v20,1,1992-05-08,MASC,26,Secundario,Graduado,Operarios textiles y Tec. de mantenimiento p/ Empresa Textil Z/ Burzaco ,Gran Buenos Aires,,Full-time,Junior,Producción,Suministra
1112381464,8YZM43,0,1985-09-04,FEM,32,Universitario,Graduado,Analista de Logística Sr.,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Logística,ARRIVE RRHH 
1112233657,8MBXz9W,0,1991-09-13,FEM,26,Universitario,En Curso,Oficial Pyme para Entidad bancaria,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,RANDSTAD
1112233657,4rNe3EA,1,1989-04-30,FEM,29,Universitario,En Curso,Oficial Pyme para Entidad bancaria,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,RANDSTAD
1112404095,8M2D3q3,0,1982-12-20,MASC,35,Universitario,Graduado,Vendedor/a de salón,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Atención al Cliente,Ezequiel Pereyra
1112404095,akxDA0N,1,1989-12-14,FEM,28,Terciario/Técnico,Graduado,Vendedor/a de salón,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Atención al Cliente,Ezequiel Pereyra
1112018926,QNLL0dW,0,1989-10-07,MASC,28,Universitario,En Curso,Operarios de  envasado y etiquetado San Martin,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,Pullmen Servicios Empresarios S.A.
1112158743,6rQ1qvl,0,1981-01-28,FEM,37,Universitario,Graduado,Responsable de Excelencia Operacional. LEAN. Bilingüe. Pilar,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Otras Ingenierias,RANDSTAD
1112299180,EVmN59,0,1980-11-22,FEM,37,Universitario,En Curso,"Líder de Proyecto Siembra Directa - Ghana, África",Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ingeniería Agrónoma,RANDSTAD
1112323090,6r5Va8M,0,1992-09-27,FEM,25,Universitario,Graduado,OPERADOR para OPERACIONES,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Seguridad,AM SEGURIDAD EMPRESARIA S.R.L
1112328686,zvPNNW5,0,1986-09-26,FEM,31,Secundario,Graduado,Auxiliar Administrativo  en Empresa Olivícola ,Gran Buenos Aires,,Part-time,Otro,Impuestos,Dripsa
1112328686,JBr3jxe,1,1993-08-29,MASC,24,Secundario,Graduado,Auxiliar Administrativo  en Empresa Olivícola ,Gran Buenos Aires,,Part-time,Otro,Impuestos,Dripsa
1112426713,EzlJeEN,0,1989-07-23,FEM,28,Universitario,Abandonado,Abogado para Área de Cobranzas  para Resistencia -Chaco ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Legal,CETROGAR
1112464246,zvPRL6m,0,1990-09-12,MASC,27,Secundario,Graduado,Jefe de Impuestos para Importante Multinacional Industrial Zona Sur (GBA),Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Impuestos,Focalizar Capital Humano
1112256735,RzNNmkq,0,1985-12-19,FEM,32,Otro,Graduado,Desarrollador Android,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Programación,Aliantec
1112313971,KBzD1lQ,0,1994-06-13,FEM,24,Secundario,Graduado,Electromecánico monotributo en empresa internacional,Gran Buenos Aires,,Por Horas,Senior / Semi-Senior,Mantenimiento,DAS Environmental Expert GmbH
1112391774,bOz4w8E,0,1993-05-19,FEM,25,Secundario,Graduado,Team Leader Comerciales,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,Consultora Silvina Meirovich & Asociados
1112391774,VNJ50LN,1,1986-01-04,MASC,32,Universitario,En Curso,Team Leader Comerciales,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,Consultora Silvina Meirovich & Asociados
1111418622,ekOLk88,0,1991-08-04,FEM,26,Universitario,Graduado,Seguridad/Pervención de pérdidas PART TIME MORENO/JOSE C PAZ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Seguridad,Complement Group (holding)
1112455346,kPL951Q,0,1998-05-13,FEM,20,Universitario,En Curso,Vendedor de planes de ahorro,Gran Buenos Aires,,Part-time,Senior / Semi-Senior,Ventas,Grupo Robayna
1112366291,96Xv5mw,0,1988-08-19,MASC,29,Secundario,Graduado,Facility Assistant ,Gran Buenos Aires,,Full-time,Junior,Ingeniería  Industrial,SODEXO ARGENTINA S.A.
1112224691,Drl08Wa,0,1989-04-11,FEM,29,Secundario,Graduado,JEFE DE VENTAS  SEGURIDAD ELECTRÓNICA,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Comercial,Sélica
1112429705,EzeqxB0,0,1994-03-31,FEM,24,Secundario,Graduado,Teleoperador para venta de Seguros - CABA,Gran Buenos Aires,,Part-time,Senior / Semi-Senior,Telemarketing,Manpower
1112470230,5dvkM,0,1977-12-01,MASC,40,Universitario,Graduado,Inspector para Empresa de transporte público,Gran Buenos Aires,,Full-time,Otro,Transporte, D.O.T.A.
1112300345,Nzroqm5,0,1989-04-20,MASC,29,Secundario,Graduado,VIGILADOR ZONA MERLO ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Seguridad,GIOMON S.R.L
1112300345,RzPW4NO,1,1993-11-27,MASC,24,Secundario,Graduado,VIGILADOR ZONA MERLO ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Seguridad,GIOMON S.R.L
1111034024,jkV8Ave,0,1995-01-19,FEM,23,Universitario,En Curso,Vendedores para venta de medicina pre paga y obra social,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,JELS SRL
1112424976,1ONQvz,0,1985-01-06,FEM,33,Terciario/Técnico,Graduado,CAMBIADOR DE MOLDES,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,Assistem
1112289508,Bm59pwv,0,1989-12-16,FEM,28,Otro,En Curso,Jefe de Cocina y Maestro Pizzero,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Gastronomia,Chavela resto
1112361870,4rlBjME,0,1988-07-17,FEM,29,Universitario,En Curso,Operario de Acondicionamiento Manual,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,RANDSTAD
